time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-05-23T22:57:32.310Z,-36.799,-73.7412,17.164,4.5,mb,25,194,0.445,0.59,us,us7000k3ck,2023-05-24T00:25:09.731Z,"56 km W of Talcahuano, Chile",earthquake,4.57,5.853,0.135,16,reviewed,us,us
2023-05-23T22:21:49.169Z,29.6995,81.2361,10,4.3,mb,36,179,4.023,0.51,us,us7000k3ch,2023-05-23T23:20:52.040Z,"56 km NNE of Dipayal, Nepal",earthquake,11.59,1.964,0.129,17,reviewed,us,us
2023-05-23T21:23:22.329Z,51.798,178.5681,94.003,3.7,mb,43,158,0.155,0.43,us,us7000k3cr,2023-05-26T15:35:24.688Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,8.76,5.785,0.099,26,reviewed,us,us
2023-05-23T21:12:04.659Z,-7.5848,119.277,280.969,4.3,mb,27,137,1.932,0.51,us,us7000k3c4,2023-05-23T22:04:09.040Z,"113 km NNE of Sape, Indonesia",earthquake,10.59,8.485,0.111,23,reviewed,us,us
2023-05-23T21:01:58.282Z,-29.604,-71.6017,35,4.3,mb,24,143,0.445,0.67,us,us7000k3c1,2023-05-23T21:57:48.040Z,"46 km NNW of Coquimbo, Chile",earthquake,3.87,1.982,0.375,2,reviewed,us,us
2023-05-23T19:20:00.784Z,28.64959717,-98.26068474,2.176472982,2.8,ml,13,68,0.02331310989,0.2,tx,tx2023kaxs,2023-05-23T21:43:45.040Z,"22 km NNW of Three Rivers, Texas",earthquake,1.437970377,2.25594977,0.2,18,reviewed,tx,tx
2023-05-23T18:32:41.523Z,60.4079,-151.0429,50.4,2.9,ml,,,,0.84,ak,ak0236ksrdld,2023-05-26T00:02:39.546Z,"8 km S of Soldotna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-05-23T18:23:04.025Z,5.7205,124.4945,63.536,4.8,mb,79,76,1.72,0.69,us,us7000k3b3,2023-05-24T00:16:10.974Z,"Mindanao, Philippines",earthquake,7.96,3.173,0.065,77,reviewed,us,us
2023-05-23T17:33:34.171Z,37.2695,-117.5813,12.485,2.7,ml,74,38,0.063,0.48,us,us7000k3av,2023-05-23T18:19:01.040Z,"54 km S of Silver Peak, Nevada",earthquake,1.34,5.697,0.029,153,reviewed,us,us
2023-05-23T17:11:56.279Z,5.7954,124.5511,76.132,4.5,mb,91,43,1.627,0.7,us,us7000k3aq,2023-05-23T18:05:09.265Z,"22 km SW of Tambilil, Philippines",earthquake,8.35,6.695,0.066,79,reviewed,us,us
2023-05-23T17:10:27.064Z,51.8019,-171.1534,35,3.7,mb,66,180,1.285,1.08,us,us7000k3b9,2023-05-26T15:35:23.838Z,"200 km SW of Nikolski, Alaska",earthquake,6.06,1.985,0.074,46,reviewed,us,us
2023-05-23T17:04:01.925Z,5.7602,124.5388,77.981,4.9,mb,158,76,1.662,0.64,us,us7000k3an,2023-05-24T17:02:55.170Z,"26 km SSW of Tambilil, Philippines",earthquake,8.03,6.204,0.048,148,reviewed,us,us
2023-05-23T16:44:15.265Z,51.2096,-179.1744,35,2.6,ml,17,212,0.412,0.47,us,us7000k44i,2023-05-28T15:52:16.040Z,"191 km WSW of Adak, Alaska",earthquake,4.31,1.997,0.081,20,reviewed,us,us
2023-05-23T16:28:30.130Z,60.0602,-153.0459,118.5,2.8,ml,,,,0.72,ak,ak0236krjmm8,2023-05-29T19:54:44.040Z,"66 km ENE of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-23T16:18:39.659Z,-60.2962,-25.4429,10,4.6,mb,20,204,14.516,0.65,us,us7000k3em,2023-05-24T15:13:28.040Z,"South Sandwich Islands region",earthquake,9.87,1.985,0.133,17,reviewed,us,us
2023-05-23T15:18:02.365Z,41.6023,82.3269,10,4.5,mb,34,95,2.719,0.39,us,us7000k39g,2023-05-23T15:41:29.040Z,"51 km WSW of Kuqa, China",earthquake,8.16,1.925,0.14,15,reviewed,us,us
2023-05-23T15:04:55.321Z,3.1135,126.7521,45.939,5.1,mb,96,41,2.406,0.79,us,us7000k39d,2023-05-23T15:22:44.040Z,"207 km NW of Tobelo, Indonesia",earthquake,8.06,6.596,0.051,123,reviewed,us,us
2023-05-23T14:42:55.595Z,41.7297,82.3892,10,4.7,mb,68,88,2.675,1.1,us,us7000k398,2023-05-23T15:02:00.040Z,"45 km W of Kuqa, China",earthquake,2.21,1.9,0.066,70,reviewed,us,us
2023-05-23T13:45:54.451Z,53.4858,-163.522,10,2.8,ml,24,226,1.233,0.44,us,us7000k43w,2023-05-28T15:58:03.040Z,"Unimak Island region, Alaska",earthquake,3.55,2.012,0.097,14,reviewed,us,us
2023-05-23T13:06:42.829Z,-22.9155,170.2164,10,4.8,mb,37,207,2.574,0.95,us,us7000k38w,2023-05-23T13:32:48.040Z,"280 km E of Vao, New Caledonia",earthquake,14.96,1.895,0.121,21,reviewed,us,us
2023-05-23T13:00:37.559Z,-3.8346,151.5509,10,5,mb,56,77,0.707,0.68,us,us7000k38v,2023-05-23T13:20:56.040Z,"79 km WNW of Rabaul, Papua New Guinea",earthquake,9.05,1.851,0.083,47,reviewed,us,us
2023-05-23T12:49:48.270Z,19.804,-65.6566666666667,19.26,3.27,md,5,318,1.53,0.25,pr,pr71410663,2023-05-23T13:15:46.250Z,"153 km N of Suárez, Puerto Rico",earthquake,8.93,17.72,0.00542638677504703,3,reviewed,pr,pr
2023-05-23T12:23:27.277Z,37.2868,-117.5827,6.5,2.8,ml,11,92.98,0.074,0.1455,nn,nn00860180,2023-05-23T13:05:30.817Z,"52 km S of Silver Peak, Nevada",earthquake,,2,0.94,6,reviewed,nn,nn
2023-05-23T11:49:56.306Z,-22.6019,171.0622,43.354,4.8,mb,29,108,3.341,0.53,us,us7000k38m,2023-05-23T12:08:03.040Z,"southeast of the Loyalty Islands",earthquake,9.77,8.069,0.119,25,reviewed,us,us
2023-05-23T11:38:53.870Z,18.555,-65.0335,23.87,2.63,md,4,248,0.2144,0.08,pr,pr71410658,2023-05-23T14:29:51.830Z,"25 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.27,2.86,0.0055644620524351,3,reviewed,pr,pr
2023-05-23T10:51:39.876Z,-20.1221,-176.2349,217.994,4.5,mb,42,80,1.421,0.55,us,us7000k38b,2023-05-23T11:12:22.040Z,"151 km NW of Houma, Tonga",earthquake,14.78,8.494,0.069,61,reviewed,us,us
2023-05-23T10:20:36.668Z,-23.0928,170.4094,36.562,4.6,mb,25,98,2.774,0.49,us,us7000k386,2023-05-23T10:53:08.040Z,"southeast of the Loyalty Islands",earthquake,11.3,6.625,0.12,21,reviewed,us,us
2023-05-23T09:26:43.241Z,-22.8565,170.8394,42.876,5,mb,32,87,3.142,0.54,us,us7000k38e,2023-05-23T11:30:43.040Z,"southeast of the Loyalty Islands",earthquake,8.29,7.973,0.103,30,reviewed,us,us
2023-05-23T09:11:05.623Z,36.998,-104.9267,6.47,2.7,ml,16,63,0.169,0.49,us,us7000k37h,2023-05-23T09:26:02.040Z,"16 km SSW of Weston, Colorado",earthquake,2.56,5.309,0.048,80,reviewed,us,us
2023-05-23T09:01:23.740Z,19.3988333333333,-154.803166666667,36.85,2.56,ml,53,255,,0.13,hv,hv73417047,2023-05-23T21:49:38.610Z,"Hawaii region, Hawaii",earthquake,0.54,0.43,0.199298897699316,24,reviewed,hv,hv
2023-05-23T07:34:12.550Z,18.903,-64.3606666666667,18.51,3.39,md,6,316,0.6893,0.23,pr,pr71410608,2023-05-23T07:50:50.900Z,"78 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,7.94,15.72,0.016435066791177,4,reviewed,pr,pr
2023-05-23T07:21:34.690Z,48.232,-122.5215,60.58,3.11,ml,63,24,0.09404,0.21,uw,uw61918522,2023-05-29T18:21:10.853Z,"6 km N of Camano, Washington",earthquake,0.4,0.53,0.22294753619007568,54,reviewed,uw,uw
2023-05-23T07:14:02.160Z,19.114,-65.7136,136,3.93,md,9,257,0.9145,0.56,pr,pr2023143000,2023-05-23T07:46:08.762Z,"Puerto Rico region",earthquake,10.78,8.89,0,3,reviewed,pr,pr
2023-05-23T06:41:58.975Z,-22.9987,170.2882,12.143,6.1,mww,89,47,2.65,0.6,us,us7000k36n,2023-05-24T18:00:09.040Z,"288 km E of Vao, New Caledonia",earthquake,7.39,3.933,0.063,24,reviewed,us,us
2023-05-23T06:22:14.145Z,-23.2515,170.6168,32.825,5.1,mww,57,82,2.991,0.68,us,us7000k36l,2023-05-23T06:39:22.040Z,"southeast of the Loyalty Islands",earthquake,6.16,5.076,0.098,10,reviewed,us,us
2023-05-23T05:40:36.849Z,52.4202,-162.6192,1.9,3,ml,,,,0.59,ak,ak0236kl2g3i,2023-05-25T22:13:43.790Z,"275 km S of False Pass, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2023-05-23T03:17:06.555Z,36.4449,22.1151,51.951,4.2,mb,33,191,0.748,0.77,us,us7000k35f,2023-05-23T22:33:03.040Z,"41 km SSE of Koróni, Greece",earthquake,7.82,11.622,0.264,4,reviewed,us,us
2023-05-23T03:09:47.041Z,14.3382,-93.9801,10,4.3,mb,36,176,2.626,0.54,us,us7000k35e,2023-05-23T21:57:23.040Z,"151 km SW of La Esperanza (El Zapotal), Mexico",earthquake,3.86,1.975,0.063,72,reviewed,us,us
2023-05-23T03:09:39.215Z,54.642,-158.2068,28.797,2.5,ml,10,280,1.488,0.76,us,us7000k364,2023-05-25T22:13:42.870Z,"153 km SSE of Perryville, Alaska",earthquake,9.99,16.943,,,reviewed,us,ak
2023-05-23T02:38:23.545Z,-24.1105,-179.8395,514.809,4.5,mb,32,103,5.187,0.6,us,us7000k359,2023-05-23T21:03:32.040Z,"south of the Fiji Islands",earthquake,8.11,8.641,0.053,104,reviewed,us,us
2023-05-23T01:12:47.008Z,37.9409,36.3314,10,4,mb,26,44,0.36,0.75,us,us7000k34v,2023-05-23T20:54:18.040Z,"17 km WSW of Göksun, Turkey",earthquake,1.77,1.96,0.233,5,reviewed,us,us
2023-05-23T00:56:36.260Z,19.192,-69.9519,15.176,4.4,mb,55,77,0.726,0.88,us,us7000k34q,2023-05-26T14:52:38.388Z,"Dominican Republic",earthquake,3.93,5.239,0.066,66,reviewed,us,us
2023-05-23T00:52:43.524Z,-22.9954,170.9663,10,4.9,mb,46,87,3.27,0.85,us,us7000k34p,2023-05-23T01:21:01.040Z,"southeast of the Loyalty Islands",earthquake,5.59,1.762,0.081,48,reviewed,us,us
2023-05-23T00:32:14.647Z,62.0544,-149.3275,5.7,2.8,ml,,,,0.95,ak,ak0236ki1inl,2023-05-25T18:42:31.464Z,"29 km ESE of Susitna North, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-05-23T00:31:14.620Z,35.6385,-117.4471667,6.13,2.69,ml,36,62,0.03271,0.13,ci,ci40231903,2023-05-23T14:21:55.590Z,"15km SSW of Searles Valley, CA",earthquake,0.14,0.29,0.142,94,reviewed,ci,ci
2023-05-23T00:21:37.790Z,19.4293333333333,-155.334,0.76,2.99,ml,44,65,,0.15,hv,hv73416507,2023-05-23T06:56:04.857Z,"10 km W of Volcano, Hawaii",earthquake,0.24,0.32,0.21608722100228,31,reviewed,hv,hv
2023-05-22T23:46:53.900Z,19.047,-65.7126666666667,6.91,3.42,md,6,253,0.9511,0.05,pr,pr71410498,2023-05-23T00:07:48.580Z,"69 km NNE of Suárez, Puerto Rico",earthquake,3.83,2.99,0.182758405905334,3,reviewed,pr,pr
2023-05-22T23:13:29.566Z,31.61719595,-104.5132873,6.877099609,2.5,ml,28,76,0.07955444983,0.3,tx,tx2023jzkb,2023-05-23T14:48:21.091Z,"63 km SSW of Whites City, New Mexico",earthquake,1.590063408,1.07983484,0.2,19,reviewed,tx,tx
2023-05-22T23:11:41.925Z,25.3565,123.991,173.421,4.2,mb,41,140,1.255,0.84,us,us7000k33y,2023-05-23T00:17:11.040Z,"104 km NW of Tarama, Japan",earthquake,10.73,9.351,0.105,25,reviewed,us,us
2023-05-22T23:01:38.470Z,31.61383378,-103.9782366,7.005639647999999,2.5,ml,14,56,0.00860843827,0.1,tx,tx2023jzjq,2023-05-23T15:02:34.069Z,"37 km WSW of Mentone, Texas",earthquake,0.5617169227999999,0.6849431507,0.2,12,reviewed,tx,tx
2023-05-22T22:59:56.741Z,-23.3077,170.6129,10,4.9,mb,33,200,2.999,0.56,us,us7000k346,2023-05-22T23:47:05.040Z,"southeast of the Loyalty Islands",earthquake,11.8,1.895,0.117,23,reviewed,us,us
2023-05-22T22:59:55.859Z,31.61107626,-103.9782242,7.879711914,3.9,ml,15,97,0.03483840628,0.2,tx,tx2023jzjn,2023-05-27T14:23:16.227Z,"37 km NNW of Toyah, Texas",earthquake,0.8485820702999999,0.7933658517,0.1,22,reviewed,tx,tx
2023-05-22T22:59:08.816Z,31.61294221,-103.9696252,7.828295898,3.5,ml,14,66,0.00234372761,0.1,tx,tx2023jzjl,2023-05-27T14:23:24.772Z,"36 km WSW of Mentone, Texas",earthquake,0.6499950038,0.9338917133,0.2,12,reviewed,tx,tx
2023-05-22T22:58:36.924Z,31.61293707,-103.971239,7.93112793,3.1,ml,17,65,0.003034716896,0.1,tx,tx2023jzjk,2023-05-27T14:26:07.677Z,"36 km WSW of Mentone, Texas",earthquake,0.5004437318,0.6166482648,0.2,13,reviewed,tx,tx
2023-05-22T22:54:13.554Z,-22.6436,169.8512,10,5.1,mb,50,101,2.222,0.91,us,us7000k33g,2023-05-22T23:13:31.040Z,"236 km ESE of Tadine, New Caledonia",earthquake,7.24,1.861,0.08,50,reviewed,us,us
2023-05-22T22:02:39.709Z,11.6499,125.6778,10,4.6,mb,56,125,11.543,0.64,us,us7000k337,2023-05-25T04:01:35.040Z,"23 km ENE of Lalawigan, Philippines",earthquake,12.15,1.895,0.072,58,reviewed,us,us
2023-05-22T21:50:01.307Z,3.0798,126.7277,35,4.5,mb,38,124,2.38,0.71,us,us7000k333,2023-05-22T22:34:54.040Z,"206 km NW of Tobelo, Indonesia",earthquake,10.35,1.933,0.103,28,reviewed,us,us
2023-05-22T21:45:56.098Z,-22.8841,170.4321,10,5,mb,44,118,2.769,0.84,us,us7000k32s,2023-05-22T22:15:33.040Z,"southeast of the Loyalty Islands",earthquake,10.4,1.831,0.109,27,reviewed,us,us
2023-05-22T21:12:23.160Z,40.4023333,-122.0711667,10.71,2.88,md,18,77,0.1248,0.07,nc,nc73891376,2023-05-23T03:25:12.363Z,"18km W of Manton, CA",earthquake,0.25,0.85,0.12,16,reviewed,nc,nc
2023-05-22T21:00:31.520Z,19.6895,-65.7368,33,3.74,md,21,241,1.4234,0.48,pr,pr2023142005,2023-05-22T21:29:31.800Z,"139 km N of Suárez, Puerto Rico",earthquake,2.82,30.36,0.22,10,reviewed,pr,pr
2023-05-22T19:28:38.190Z,18.1878333333333,-68.2133333333333,78.14,3.38,md,13,187,0.2901,0.34,pr,pr71410428,2023-05-23T01:23:02.402Z,"Mona Passage, Dominican Republic",earthquake,2.17,1.3,0.198700419314356,12,reviewed,pr,pr
2023-05-22T18:43:37.820Z,18.0271,-68.5278,93,3.82,md,14,222,0.5083,0.51,pr,pr2023142003,2023-05-22T21:11:07.040Z,"39 km SSE of Boca de Yuma, Dominican Republic",earthquake,3.27,1.92,0.17,12,reviewed,pr,pr
2023-05-22T18:35:13.230Z,18.8435,-68.2001,91,3.7,md,10,254,0.3762,0.61,pr,pr2023142004,2023-05-22T20:49:50.040Z,"36 km NE of Punta Cana, Dominican Republic",earthquake,5.42,4.2,0.07,9,reviewed,pr,pr
2023-05-22T18:06:38.862Z,53.1456,153.4287,497.687,4.3,mb,92,108,2.573,1.01,us,us7000k314,2023-05-22T18:33:14.040Z,"278 km NW of Ozernovskiy, Russia",earthquake,11.51,8.257,0.052,107,reviewed,us,us
2023-05-22T17:46:42.747Z,46.0698,21.3982,11.297,4.2,mb,34,44,0.482,0.77,us,us7000k30y,2023-05-28T22:45:20.169Z,"6 km S of Fântânele, Romania",earthquake,3.38,6.236,0.159,11,reviewed,us,us
2023-05-22T17:45:04.700Z,18.723,-64.7453333333333,43.37,3.3,md,8,288,0.3902,0.18,pr,pr71410388,2023-05-22T18:12:01.690Z,"43 km N of Cruz Bay, U.S. Virgin Islands",earthquake,3.25,3.74,0.0975443620720406,4,reviewed,pr,pr
2023-05-22T17:36:59.186Z,37.4911,47.6106,10,4.5,mb,54,152,2.233,1.31,us,us7000k30u,2023-05-23T17:37:18.497Z,"northwestern Iran",earthquake,5.07,1.911,0.08,46,reviewed,us,us
2023-05-22T17:14:15.000Z,4.3792,-76.2658,121.763,4.5,mb,57,64,1.944,1.04,us,us6000kdxg,2023-05-26T21:07:31.556Z,"10 km WNW of Bolívar, Colombia",earthquake,7.28,6.078,0.056,94,reviewed,us,us
2023-05-22T16:59:00.425Z,-6.6291,129.3484,10,4.4,mb,26,60,2.165,0.95,us,us6000kdxc,2023-05-29T19:50:59.040Z,"Banda Sea",earthquake,7.57,1.898,0.143,16,reviewed,us,us
2023-05-22T16:54:37.470Z,-56.1485,-26.948,44.636,4.3,mb,15,100,5.772,0.87,us,us7000k4ae,2023-05-29T19:46:45.040Z,"South Sandwich Islands region",earthquake,8.35,7.685,0.178,9,reviewed,us,us
2023-05-22T16:50:52.843Z,51.6232,-176.4113,41.891,3.2,ml,23,195,0.239,0.37,us,us7000k48y,2023-05-29T19:36:20.040Z,"31 km SSE of Adak, Alaska",earthquake,4.52,15.284,0.085,18,reviewed,us,us
2023-05-22T16:42:58.241Z,37.8904,36.2608,10,4.3,mwr,48,72,0.317,0.56,us,us6000kdx8,2023-05-29T19:28:17.040Z,"18 km SE of Saimbeyli, Turkey",earthquake,2.28,1.87,0.069,20,reviewed,us,us
2023-05-22T16:30:26.281Z,52.7678,-166.7603,8.713,2.7,ml,16,237,0.947,0.4,us,us7000k48w,2023-05-29T19:15:16.040Z,"124 km S of Unalaska, Alaska",earthquake,2.87,8.431,0.105,12,reviewed,us,us
2023-05-22T16:06:58.948Z,37.9346,36.2708,5.385,4.4,mwr,108,52,0.359,0.77,us,us6000kdwz,2023-05-29T19:00:48.040Z,"16 km ESE of Saimbeyli, Turkey",earthquake,3.23,4.156,0.052,36,reviewed,us,us
2023-05-22T15:48:57.845Z,-3.2314,139.8157,30.273,4.5,mb,42,54,1.138,0.71,us,us6000kdwu,2023-05-29T18:47:10.040Z,"Papua, Indonesia",earthquake,6.68,4.137,0.097,31,reviewed,us,us
2023-05-22T15:25:27.193Z,-34.5932,-179.0425,10,4.5,mb,24,148,3.659,1.05,us,us7000k4ac,2023-05-28T20:54:15.040Z,"south of the Kermadec Islands",earthquake,8.64,1.86,0.136,16,reviewed,us,us
2023-05-22T14:38:44.546Z,31.70241475,-104.548623,4.511962890999999,3,ml,21,82,0.02358033187,0.3,tx,tx2023jysx,2023-05-23T21:04:01.522Z,"54 km SSW of Whites City, New Mexico",earthquake,3.02272508,1.064165601,0.2,15,reviewed,tx,tx
2023-05-22T14:35:52.856Z,52.9307,-163.1804,10,2.6,ml,18,309,1.814,0.42,us,us7000k30x,2023-05-29T17:13:37.040Z,"214 km S of False Pass, Alaska",earthquake,4.44,2.021,0.091,16,reviewed,us,us
2023-05-22T14:21:25.753Z,-18.3024,-177.778,616.159,4.4,mb,22,68,3.578,0.68,us,us7000k4ab,2023-05-29T17:01:06.040Z,"Fiji region",earthquake,15.23,6.594,0.148,13,reviewed,us,us
2023-05-22T14:20:30.164Z,31.65408656,-104.3217915,6.851391602,3.1,ml,19,69,0.05158027421,0.2,tx,tx2023jysi,2023-05-23T16:55:45.040Z,"58 km S of Whites City, New Mexico",earthquake,1.121746642,1.047288041,0.2,12,reviewed,tx,tx
2023-05-22T13:58:26.477Z,42.8308,144.4942,59.49,4.2,mb,35,122,1.282,0.67,us,us7000k4aa,2023-05-29T16:27:13.040Z,"18 km SSE of Kushiro, Japan",earthquake,7.91,7.541,0.132,16,reviewed,us,us
2023-05-22T13:48:24.399Z,-9.4328,124.8101,26.707,4.2,mb,14,69,0.624,0.94,us,us7000k4a9,2023-05-29T14:52:46.040Z,"36 km E of Kefamenanu, Indonesia",earthquake,7.75,7.015,0.2,7,reviewed,us,us
2023-05-22T13:36:12.759Z,-7.6524,158.1943,10,5.2,mb,102,29,2.481,0.7,us,us6000kdvd,2023-05-29T15:55:50.040Z,"157 km ENE of Gizo, Solomon Islands",earthquake,3.34,1.756,0.037,245,reviewed,us,us
2023-05-22T13:30:38.655Z,-15.7375,-173.5636,38.748,5,mb,96,44,2.505,0.77,us,us6000kdvb,2023-05-28T21:54:34.074Z,"34 km NE of Hihifo, Tonga",earthquake,7.97,5.225,0.034,284,reviewed,us,us
2023-05-22T13:28:36.896Z,52.4844,160.1092,43.483,4.4,mb,18,224,1.038,0.98,us,us7000k4a7,2023-05-28T21:37:18.040Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,11.72,5.601,0.202,7,reviewed,us,us
2023-05-22T13:28:13.157Z,-17.6629,-178.6032,546.982,4.4,mb,29,71,3.189,0.51,us,us7000k4a8,2023-05-28T21:21:07.040Z,"224 km ENE of Levuka, Fiji",earthquake,15,10.242,0.126,18,reviewed,us,us
2023-05-22T13:22:01.045Z,53.5497,-159.6538,10,3.1,ml,18,264,1.866,0.65,us,us7000k421,2023-05-25T19:29:39.040Z,"206 km SSE of Sand Point, Alaska",earthquake,8.95,2.023,0.128,8,reviewed,us,us
2023-05-22T12:51:15.420Z,40.3276667,-125.5935,23.85,3.07,ml,29,283,0.9574,0.23,nc,nc73891236,2023-05-23T05:11:01.232Z,"111km W of Petrolia, CA",earthquake,3.07,17.83,0.215,21,reviewed,nc,nc
2023-05-22T10:46:26.424Z,34.3494,139.2013,9.214,4.9,mb,47,102,0.902,1.14,us,us6000kdup,2023-05-22T11:09:34.040Z,"43 km SSE of Shimoda, Japan",earthquake,4.38,4.521,0.046,146,reviewed,us,us
2023-05-22T10:21:28.428Z,-30.5101,59.8889,10,4.5,mb,23,75,10.021,0.82,us,us7000k4a1,2023-05-27T03:40:28.040Z,"Southwest Indian Ridge",earthquake,13.8,1.847,0.171,10,reviewed,us,us
2023-05-22T10:15:21.450Z,51.6287,178.7205,72.852,3.4,ml,21,168,0.34,0.26,us,us7000k41z,2023-05-27T03:32:42.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,5.57,9.277,0.074,24,reviewed,us,us
2023-05-22T09:50:26.552Z,52.8448,-169.5096,13.975,2.9,ml,16,173,0.142,0.61,us,us7000k41y,2023-05-27T03:17:52.040Z,"44 km WSW of Nikolski, Alaska",earthquake,5.65,5.273,0.105,12,reviewed,us,us
2023-05-22T09:40:34.678Z,51.3081,-178.2792,35,2.7,ml,20,205,0.415,0.33,us,us7000k41x,2023-05-27T03:12:35.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,2.96,2.005,0.081,20,reviewed,us,us
2023-05-22T08:58:03.930Z,19.6816,-65.7376,12,4.12,md,16,241,1.4475,0.71,pr,pr2023142002,2023-05-23T08:23:29.040Z,"139 km N of Suárez, Puerto Rico",earthquake,3.28,5.74,0.06,8,reviewed,pr,pr
2023-05-22T08:39:48.121Z,-22.3925,-68.497,123.365,4.5,mb,70,40,0.63,0.98,us,us6000kduf,2023-05-29T05:20:06.040Z,"44 km E of Calama, Chile",earthquake,6.01,5.69,0.058,86,reviewed,us,us
2023-05-22T08:36:25.354Z,29.09637451,-97.6361443,7.60542806,3.2,ml,19,67,0.06158679412,0.3,tx,tx2023jygz,2023-05-23T16:53:00.026Z,"18 km NW of Yorktown, Texas",earthquake,1.655012153,2.645952628,0.2,18,reviewed,tx,tx
2023-05-22T08:27:15.340Z,3.0686,-84.2797,10,4.4,mb,67,153,5.393,0.58,us,us6000kduc,2023-05-23T08:16:59.040Z,"off the coast of Central America",earthquake,8.75,1.459,0.089,37,reviewed,us,us
2023-05-22T07:51:11.617Z,-17.1861,-64.1187,613.114,4.8,mb,85,37,1.38,0.7,us,us6000kdu3,2023-05-22T08:07:29.040Z,"Cochabamba-Santa Cruz border region, Bolivia",earthquake,9.87,7.242,0.022,642,reviewed,us,us
2023-05-22T07:42:40.378Z,34.4333,139.3047,10,5.1,mww,99,100,0.957,0.55,us,us6000kdu2,2023-05-27T12:40:44.572Z,"near the south coast of Honshu, Japan",earthquake,5.13,1.852,0.075,17,reviewed,us,us
2023-05-22T07:00:48.839Z,60.7411,-150.5969,54.9,3.1,ml,,,,0.76,ak,ak0236iyhf3i,2023-05-26T16:31:11.119Z,"20 km SSE of Point Possession, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-22T06:52:47.409Z,-23.7485,171.6763,30.492,5.5,mww,39,125,4.053,0.3,us,us6000kdty,2023-05-23T06:57:45.072Z,"southeast of the Loyalty Islands",earthquake,11.05,5.822,0.098,10,reviewed,us,us
2023-05-22T06:35:18.145Z,59.6323,-137.9255,10,3,ml,20,127,1.334,0.32,us,us6000kdtx,2023-05-26T16:29:46.144Z,"102 km E of Yakutat, Alaska",earthquake,2.23,1.989,0.043,72,reviewed,us,us
2023-05-22T05:43:27.109Z,36.3705,71.1699,100.325,4.9,mww,99,57,2.519,0.75,us,us6000kdtp,2023-05-29T09:08:56.040Z,"Afghanistan-Tajikistan-Pakistan region",earthquake,3.39,6.156,0.093,11,reviewed,us,us
2023-05-22T05:26:32.880Z,18.1048,-68.7901,95,3.77,md,20,227,0.5783,0.4,pr,pr2023142001,2023-05-22T16:45:04.040Z,"35 km SSW of Boca de Yuma, Dominican Republic",earthquake,2.59,2.29,0.12,14,reviewed,pr,pr
2023-05-22T04:47:19.675Z,-21.2304,-68.8156,129.093,4.1,mb,18,55,0.654,0.64,us,us6000kdte,2023-05-22T05:21:10.040Z,"58 km W of Ollagüe, Chile",earthquake,6.45,5.703,0.213,6,reviewed,us,us
2023-05-22T04:45:20.490Z,-6.6215,129.2812,10,5.2,mww,71,84,2.176,0.71,us,us6000kdtd,2023-05-22T05:00:53.040Z,"Banda Sea",earthquake,7.09,1.862,0.069,20,reviewed,us,us
2023-05-22T04:19:49.530Z,40.1568333,-121.0656667,4.52,2.94,md,44,40,0.1094,0.13,nc,nc73891101,2023-05-23T00:08:26.960Z,"2km SSE of Canyondam, CA",earthquake,0.19,0.71,0.145,96,reviewed,nc,nc
2023-05-22T03:43:17.445Z,51.5771,-168.7793,9.9,2.6,ml,,,,0.73,ak,ak0236iwcudc,2023-05-26T16:29:47.014Z,"151 km S of Nikolski, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2023-05-22T03:11:53.218Z,51.7752,178.3705,101.387,4.4,mb,43,167,0.22,0.56,us,us6000kdt1,2023-05-26T16:29:45.719Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,5.55,5.284,0.045,140,reviewed,us,us
2023-05-22T03:05:19.260Z,19.6191,-65.7146,78,4.08,md,17,270,1.361,0.51,pr,pr2023142000,2023-05-22T03:49:57.871Z,"132 km N of Suárez, Puerto Rico",earthquake,4.95,11.91,0.07,5,reviewed,pr,pr
2023-05-22T03:00:54.486Z,3.1323,126.8268,35,4.6,mb,34,109,2.406,0.87,us,us6000kdt0,2023-05-22T03:16:40.040Z,"203 km NW of Tobelo, Indonesia",earthquake,5.97,1.929,0.105,27,reviewed,us,us
2023-05-22T02:45:36.132Z,26.8996,96.9828,10,5,mb,82,66,6.104,0.76,us,us6000kdsy,2023-05-22T03:01:23.040Z,"78 km NNE of Sarupathar, India",earthquake,9.55,1.853,0.053,113,reviewed,us,us
