FID,Rock Name,Rock Type,Aquifer Name,Aquifer Code,Shape__Area,Shape__Length
2214,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,49039007.03,33718.53393
2215,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,112549601,44259.03958
2216,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,250680413.5,94139.46193
2218,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,291946840,110528.4772
2219,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,70387339.13,33846.89832
2220,Sandstone,300,Lower Cretaceous Aquifers,304,80420278.7,50144.84217
2221,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,220856184,82908.41641
2222,Sandstone,300,Lower Cretaceous Aquifers,304,9129979.039,12050.49301
2223,Sandstone,300,Lower Cretaceous Aquifers,304,63126093.42,45625.49948
2225,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,12970735.61,13976.24956
2227,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,386811625.7,246333.7354
2228,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2083863.297,6350.172835
2230,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,59122627.33,37430.53759
2231,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1435222.5,5324.438043
2233,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,351349593.5,189683.715
2234,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,88430846.01,73768.70085
2236,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,19777068.21,18260.39759
2237,Sandstone,300,Lower Cretaceous Aquifers,304,12309205.1,13884.75098
2241,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,13698855.55,14884.96588
2242,Carbonate-rock,400,Ordovician Aquifers,411,5175059430,471015.6302
2243,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,300634155,86356.47982
2244,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,2424730.582,8449.237711
2247,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,13263181.09,13785.05245
2248,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,113656272.4,75106.033
2255,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,139458126,62552.43525
2256,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,43785697.21,27318.98635
2257,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,37523858.66,28102.78606
2258,Unconsolidated sand and gravel,100,Rio Grande Aquifer System,102,98040834165,8380299.8
2260,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,27159926.77,22115.37297
2261,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,37001807.67,30937.1437
2262,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,8930440.496,17375.51075
2263,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,4327880.211,12477.01926
2265,Sandstone,300,Lower Cretaceous Aquifers,304,37647925.15,27383.23966
2266,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1844034.086,5059.487459
2268,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,25365702.85,21437.23109
2270,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1159101.219,4016.953377
2271,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,213511185.9,82260.56027
2272,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,126707397.8,174690.4295
2274,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,6964134.551,12126.12398
2275,Sandstone,300,Lower Cretaceous Aquifers,304,152214848.2,70555.82687
2276,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,83404655.55,43192.46285
2278,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,60670630.19,42763.12891
2279,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,19689841.37,33721.82529
2281,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,31049697.36,23122.51357
2283,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,310321803.7,125107.0427
2284,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1884428.41,5727.516885
2286,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,21782519.27,18384.16784
2294,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,54783177.78,37067.55992
2295,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,87400364.95,50215.03561
2298,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,37524499.57,40449.58985
2299,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,76483465.04,39570.13827
2300,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,260656299.4,167332.1523
2301,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,34768995.86,34080.53689
2305,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,1172066928,160648.499
2306,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,46182652.52,27598.1751
2307,Sandstone,300,Lower Cretaceous Aquifers,304,1023992771,369706.6335
2308,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,566814301,166390.817
2309,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2140535.805,9063.73093
2310,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,37807395.14,25372.20545
2311,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,28324176.77,24151.79518
2312,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,63784932.11,38335.68534
2313,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,125534679.8,67261.64373
2314,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,770796.3203,3404.390814
2315,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2138078.957,6622.191726
2316,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1978494.625,6822.591578
2318,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1973709.406,5814.977447
2319,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1766244.453,6058.919266
2320,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,3831925.691,10226.00741
2322,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,11246998.75,16182.49773
2323,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,39435158.81,32591.35106
2325,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,160695267.3,56198.58097
2327,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,88789248.51,49042.3815
2329,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1439182.043,4984.887967
2330,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1047268.938,3855.353952
2331,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,214088855.6,186449.3655
2332,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,76193831.75,58993.81386
2335,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,4117884.176,9779.792572
2337,Carbonate-rock,400,Ozark Plateaus Aquifer System,405,85775695.31,60003.76399
2338,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,21355234.71,29931.82955
2343,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,68374782.7,47100.06505
2344,Carbonate-rock,400,Ozark Plateaus Aquifer System,405,204747160,106817.4303
2345,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,59017923.95,46448.55516
2346,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,9243774.281,14299.27797
2348,Sandstone,300,Pennsylvanian Aquifers,310,18389341834,861713.294
2349,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,120631342.8,60399.76339
2350,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,4049738832,871352.4687
2351,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,382112243.1,135927.7806
2352,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,6823101.055,15045.53086
2354,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,30696925.97,36195.22168
2355,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,39463374.95,36558.80839
2356,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,238086682.9,80074.90379
2357,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2978826.945,9266.78891
2358,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,16434728.87,17865.03275
2359,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,79653933.37,49616.63553
2360,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,3386579.379,10292.99371
2362,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,6187329.5,9804.879284
2364,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,7812989.148,13210.00103
2365,Sandstone,300,Pennsylvanian Aquifers,310,48294579.6,29215.3262
2366,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1971204.641,6296.020339
2367,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,550123.7891,2785.196766
2368,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,31444108.41,23962.9125
2369,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,485581.043,2680.036075
2370,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,3115011.445,7837.843136
2371,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,258989142.4,74634.78692
2372,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,18165513.2,24608.67131
2374,Sandstone,300,Early Mesozoic Basin Aquifers,308,260117488.4,93825.54528
2375,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,12215339.76,16242.88396
2377,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,155346819.2,95087.01943
2382,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,7151085.633,18336.72958
2383,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,161626.9258,2033.292572
2384,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,116145166.3,60800.38964
2385,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,668462057.6,149032.3463
2386,Igneous and metamorphic-rock,600,Southern Nevada Volcanic-rock Aquifers,601,8007489288,1035768.116
2387,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2020059.172,5476.471718
2389,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,30423853.95,49766.78102
2390,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,148501914.1,77833.92991
2391,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,45270544.77,42568.12675
2392,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2842644.996,9413.540508
2393,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1397003.293,4424.701836
2396,Sandstone,300,Pennsylvanian Aquifers,310,50294992.28,32811.29813
2397,Sandstone,300,Early Mesozoic Basin Aquifers,308,26081662.26,24514.94665
2399,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,32993896.54,32541.73727
2403,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,3216059.598,7882.87778
2405,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,29622477.66,22538.4998
2406,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,3429255.359,9051.576455
2407,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,257011306.7,114007.3989
2411,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,404025887.6,111975.1668
2412,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,122610411.5,46470.37294
2413,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,32362413.5,28079.52182
2416,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,38232811.8,24879.55062
2417,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,763783408.1,221143.3378
2419,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,761934825,287074.5786
2420,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,71331778.37,50583.83218
2421,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,697967.7813,3171.052919
2425,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1649504.883,5350.203664
2426,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,73988780.72,36132.41
2427,Sandstone,300,Early Mesozoic Basin Aquifers,308,979478291.6,153770.7721
2428,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,38185674.07,47317.29152
2429,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,57724624.06,36783.27048
2430,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,88691677.93,47241.17897
2431,Sandstone,300,Early Mesozoic Basin Aquifers,308,33255759.17,24046.35474
2432,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,19893212.86,20285.0216
2433,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,96698790.83,47760.44858
2434,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,62714886.55,47591.35056
2435,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,2101689211,475399.7523
2436,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,6349785.398,11827.62705
2437,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,479833358.9,128935.6259
2442,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,56334727.14,62649.45098
2443,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,77848759.87,43602.41316
2444,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,138839081.3,75466.87475
2445,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,192871562.9,69130.9503
2446,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,59017605.16,36292.93903
2447,Sandstone,300,Early Mesozoic Basin Aquifers,308,312253604.8,90779.55568
2448,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,169494979.3,83297.55729
2449,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,91715092.31,39529.05227
2451,Carbonate-rock,400,Ozark Plateaus Aquifer System,405,38243773.56,43421.51288
2454,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,9412634.781,13361.2353
2455,Sandstone,300,Lower Cretaceous Aquifers,304,337677090.1,151899.2041
2459,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,121609246.4,41939.82725
2461,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,3222696.047,8580.253912
2463,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1175773.078,4231.824092
2464,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,3116319.418,7115.472751
2465,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,1275290427,602304.7641
2466,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,20425507.46,30738.28188
2467,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,483371331.8,132903.7393
2468,Sandstone,300,Lower Cretaceous Aquifers,304,437389392.1,247881.5622
2469,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,555591.6875,3201.810516
2470,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,929292.8867,4538.656737
2471,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,6678136.281,13056.99794
2472,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,171472885.4,67614.09062
2473,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,180709821.9,62147.92613
2474,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1605441.027,5180.783044
2475,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,3143905.043,7918.281375
2476,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,48301005.45,33387.54187
2478,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,5941008.781,17874.06877
2481,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,29441002.5,28474.41957
2483,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,16080077.11,19150.03162
2484,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,10898445.69,27442.10478
2485,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,584419247.6,144920.7823
2487,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,78322459.49,41564.71783
2488,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1335757.586,4510.918864
2489,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1813691.227,6170.435427
2490,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1996944.148,5691.88442
2491,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,422049667.4,152367.5653
2492,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,26316354.56,21221.70689
2493,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2668937.98,7678.822248
2494,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,50402635.94,37624.76708
2495,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,37531758.47,24025.65884
2496,Sandstone,300,Early Mesozoic Basin Aquifers,308,13673333.51,16139.85065
2498,Sandstone,300,Early Mesozoic Basin Aquifers,308,1987119408,435467.6844
2499,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,59346825.47,62912.09922
2500,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,8319213.207,15564.06834
2501,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,4244723.32,9259.523014
2502,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1488830.246,5689.428461
2504,Semiconsolidated sand,200,Southeastern Coastal Plain Aquifer System,204,1.44338E+11,6608409.761
2505,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,12708000.63,13285.41243
2506,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,688873916.6,504788.7218
2507,Sandstone,300,Lower Cretaceous Aquifers,304,14874525.1,16664.01541
2509,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,2947359371,868171.9471
2510,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,597016937.3,224795.2472
2512,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,9940995.203,16395.5479
2513,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,68487211.9,39554.45604
2515,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,4106496.598,8616.1245
2516,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,73931505.77,35869.93633
2518,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,41805374.31,28826.3476
2519,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,53048287.2,41837.14568
2522,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,395873724.1,103117.7117
2523,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,35626858.5,27934.08636
2524,Sandstone,300,Early Mesozoic Basin Aquifers,308,23337129.9,21588.86346
2525,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,185747880.9,67205.17617
2526,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,7645011.145,15948.71507
2527,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1265478.582,4713.681159
2528,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,162701679.6,74929.19614
2529,Sandstone,300,Lower Cretaceous Aquifers,304,28311285.88,25845.12377
2531,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,40606176.55,28633.49128
2532,Sandstone,300,Lower Cretaceous Aquifers,304,16596245.09,20293.00561
2533,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,5602661.914,14703.47863
2534,Unconsolidated sand and gravel,100,Mississippi River Valley Alluvial Aquifer,109,1.2477E+11,2613498.824
2535,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,62034769.7,35059.54805
2537,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,513828966.8,314381.9473
2539,Semiconsolidated sand,200,Mississippi Embayment Aquifer System,203,87895272771,2199163.885
2540,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,20492480.23,22582.37162
2541,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,11741439.27,18322.29738
2542,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,985181545.8,317116.2077
2544,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,21581995.59,18209.58886
2545,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,93478406.87,45379.60804
2546,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,714278968.1,205786.7568
2547,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,9513952268,1120958.827
2550,Sandstone,300,Early Mesozoic Basin Aquifers,308,85381212.85,53589.6146
2551,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,114248500.6,59745.06968
2552,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,3334850.418,7401.87347
2553,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,36198802.46,32074.09182
2555,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,610443089.4,381173.4142
2556,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,105675197,58392.27453
2557,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,34785229.01,28224.09614
2558,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,18658852.42,21337.23803
2559,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,116139428.5,63017.57114
2560,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,725497946.2,135028.173
2562,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,1444344376,224254.8666
2563,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,23303708.12,20627.79178
2564,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,851140677.1,249500.9894
2565,Sandstone,300,Ada-vamoosa Aquifer,307,7801492134,675728.9183
2566,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,37622414.98,24139.92726
2568,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,347337678.7,125045.1336
2570,Sandstone,300,Early Mesozoic Basin Aquifers,308,62132494.64,32850.09805
2571,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,159443793.7,63894.70371
2572,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,31133944.72,22292.9606
2573,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,24217083.09,24360.44306
2574,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,592411044.8,202426.7312
2575,Carbonate-rock,400,Silurian-devonian Aquifers,410,324634352.5,121382.8355
2577,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,5100730290,1159199.91
2578,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,97152363.89,56059.55126
2579,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,80276962.11,46750.80422
2580,Sandstone,300,Early Mesozoic Basin Aquifers,308,63076871.44,42017.34214
2581,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,90868141.33,50456.11642
2582,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,299688249.5,184107.0512
2583,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,23024454.93,20917.54276
2585,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,29310213.86,27944.84023
2586,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,207339800.6,91597.3709
2587,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,35923521.53,25324.9284
2588,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,13393927.13,16833.18948
2589,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,9101721051,3892977.618
2590,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,66623951.96,64976.45959
2591,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,6190001129,2021025.441
2592,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,262593604.1,108511.5019
2593,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,25620389.29,27441.65396
2594,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2891218.457,7756.464496
2595,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,10292754.55,19360.78493
2596,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,17828102.44,17129.37476
2598,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,785680.9492,3646.576871
2599,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,8951065.734,11801.30956
2600,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,142487564.4,56348.2222
2601,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,25940089.47,24531.53382
2602,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,44580238.38,30097.75389
2603,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,27750941.75,29391.99696
2604,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,142250991,96832.67114
2605,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,25972846.1,24420.12457
2606,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,11853212.56,16631.80873
2611,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,4555649.035,9851.632277
2612,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,81300965.74,37452.38851
2613,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,172895341.9,71106.81796
2614,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,92166740.52,47082.30851
2615,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,40976855.28,31552.44649
2616,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,17126199.59,19112.59931
