FID,Rock Name,Rock Type,Aquifer Name,Aquifer Code,Shape__Area,Shape__Length
3,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,29813646663,4674606.356
6,Sandstone,300,Upper Cretaceous Aquifers,315,166219634.5,87040.68337
7,Sandstone,300,Lower Tertiary Aquifers,314,4.072E+11,6742220.643
8,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,596520137.8,177889.2621
9,Sandstone,300,Lower Tertiary Aquifers,314,1397162729,359009.5977
10,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,7521387333,1711005.111
13,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,972748983.3,193991.6606
14,Sandstone,300,Lower Tertiary Aquifers,314,53951089.84,30476.74904
16,Sandstone,300,Upper Cretaceous Aquifers,315,1.26671E+11,8058099.13
17,Sandstone,300,Lower Tertiary Aquifers,314,509698767.5,124810.2449
19,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,7427399678,1751808.567
20,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,335704313.6,159740.9606
21,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1756778815,498405.4709
25,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,214939940.3,141373.8599
26,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,52760136.02,37145.00435
27,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,203940318.6,99672.26505
28,Sandstone,300,Lower Cretaceous Aquifers,304,282744507.3,70369.08715
29,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,517274939.3,191801.5686
30,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,112228170.5,71186.60971
32,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,144930730.4,71024.85994
33,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,79371599.27,39430.84129
35,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,483987291.6,104834.5885
36,Sandstone,300,Lower Cretaceous Aquifers,304,962961263.8,138109.9932
39,Sandstone,300,Upper Cretaceous Aquifers,315,523034618.8,123121.7218
41,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,88729910.42,49782.3556
42,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,35250915.66,31306.26295
44,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1232270511,450502.1898
49,Sandstone,300,Upper Cretaceous Aquifers,315,33618167489,5046966.705
50,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,32459583.23,35003.23456
52,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,525913354.1,148139.9572
53,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,26637557.2,26554.3804
54,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,10051223.57,18888.19512
55,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,18767204.64,19972.95796
61,Sandstone,300,Lower Cretaceous Aquifers,304,224144404.5,61737.4155
62,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,27713489.02,22256.51906
66,Sandstone,300,Lower Cretaceous Aquifers,304,28318289.3,23967.18885
67,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,139544561.8,78293.64124
76,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,14393794.95,16193.95407
77,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,7557787510,1355127.126
79,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,71187139.66,46019.42397
81,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,486913592.5,253551.108
84,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,48368080.3,34898.16987
85,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,28489826.41,30079.65164
87,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,113689892.3,68741.02523
88,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,153014196.4,71459.56253
89,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,532866027.2,157045.0754
92,Sandstone,300,Lower Tertiary Aquifers,314,2353369731,525253.1759
93,Sandstone,300,Lower Cretaceous Aquifers,304,3814148973,617763.1989
98,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,68092498.66,38675.43587
99,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,496189791.5,248526.6594
101,Sandstone,300,Lower Cretaceous Aquifers,304,570269170.2,116222.9597
102,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,137961200.7,104267.8365
103,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1066100130,314723.6167
108,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,33800728.83,30552.79176
109,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,1003905860,324368.7141
113,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,136748826.6,92260.8987
114,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,11379969912,1805894.829
115,Sandstone,300,Lower Cretaceous Aquifers,304,43462483.39,24262.3476
116,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,1577215.719,5287.148448
118,Sandstone,300,Lower Cretaceous Aquifers,304,1913820083,593659.3208
119,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,237889827.4,92018.29286
120,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,121702391.8,60961.32641
122,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,592629311.8,130929.6918
123,Sandstone,300,Lower Cretaceous Aquifers,304,46361900.48,27314.24168
124,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,12733744.76,14304.75281
125,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,400876881,156984.1919
126,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,181513906.8,63326.63023
128,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,64931166.91,34193.08304
129,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,1280302308,389557.8786
130,Sandstone,300,Lower Cretaceous Aquifers,304,38979926.5,23476.31679
133,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,787852.2031,3877.299899
134,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,2806577627,812701.1084
136,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,5338202.688,20903.66746
137,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,266687399.1,84990.37408
145,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,125364351.5,52849.14079
146,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,516738364.9,150721.0241
147,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,151362585.9,62302.83606
148,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,163994041.9,61027.70639
149,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,385946853.3,145539.6251
150,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,1.54857E+11,13671782.72
151,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,832440115.1,179345.0223
152,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,3072688.727,7377.998972
153,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,253159.1563,2294.458333
155,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,156771745,60921.87874
157,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,301368607.4,95025.25627
161,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,65344396.51,75632.49579
162,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,38870799.75,26288.7784
163,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,18039317399,1434200.677
164,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,272804848.5,78674.33978
166,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,4713790.586,10162.08683
168,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,245404911.5,136212.1674
169,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,410816353.2,143636.6027
170,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,582137478.5,202704.3381
172,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,143280512.1,75478.98269
173,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,105425622.6,48476.34678
174,Sandstone,300,Lower Cretaceous Aquifers,304,102071996.9,47227.65408
176,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,52632381.38,37049.59179
178,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,2418848168,309532.3135
181,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,65793002.03,69668.2272
182,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,63159285.1,33706.98312
183,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,3467009921,584166.268
184,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,49914531.36,30267.52494
185,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,24347787.51,27549.43897
186,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,57276510.62,28333.72552
187,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,105129384.6,58005.70343
188,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,122134173.9,50028.53023
189,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,42495217.56,26410.1025
190,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,216504234.4,56420.3805
191,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,157242502.1,98437.49521
192,Sandstone,300,Lower Cretaceous Aquifers,304,5625641899,811784.6701
193,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,153645118.9,131706.931
195,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,50730880.62,43330.92019
198,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,100863715.7,61505.93916
199,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,391202702.9,155254.5077
201,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,240095948.9,154837.0101
203,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,4883815.367,8900.202479
204,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,238549501.6,72704.43119
206,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,30917597.46,25536.45732
207,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,202426876.6,69437.25235
208,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,491105682,170382.8897
210,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,209985919.1,113555.4539
212,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,85311779.2,78620.01786
214,Sandstone,300,Lower Cretaceous Aquifers,304,2380813551,324667.0416
216,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,121809540.2,76696.58044
218,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,38114848.35,23725.30124
221,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,357440466.6,153739.498
222,Sandstone,300,Jacobsville Aquifer,313,1483679315,281102.7358
223,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,114446451.3,42663.25698
225,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,80432912.73,32073.73457
226,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,140902494.2,103261.1286
227,Sandstone,300,Lower Cretaceous Aquifers,304,63468851.63,30257.61446
228,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,66178187.45,35728.627
230,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,697057822.2,268411.3324
231,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,674177809.5,217835.1312
233,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,106423974.6,60308.81749
234,Sandstone,300,Lower Cretaceous Aquifers,304,19819543.8,18792.12674
235,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,2692291.211,7337.207993
236,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,10163153974,1038682.666
237,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,312961600.1,109563.1588
238,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,38415949.21,27540.54364
239,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,13311602.61,26856.85972
241,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,327887079.8,80737.3992
242,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,92138844.56,53123.35976
244,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,3554692941,675420.6024
245,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,152463714.4,60801.00758
246,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,44412849.38,40093.09639
247,Unconsolidated sand and gravel,100,Puget Sound Aquifer System,112,2578633.453,7869.661717
248,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,580420720.6,180398.8738
249,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,1328534296,168166.2496
250,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,4104909017,517521.4737
251,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,100304975.8,72842.65092
252,Sandstone,300,Jacobsville Aquifer,313,8118981901,894496.4686
253,Sandstone,300,Lower Cretaceous Aquifers,304,1927647375,654148.6062
254,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,94526471.52,62738.8682
256,Sandstone,300,Cambrian-ordovician Aquifer System,312,2416382.66,6485.686088
257,Sandstone,300,Cambrian-ordovician Aquifer System,312,70432700.12,38399.44851
258,Sandstone,300,Cambrian-ordovician Aquifer System,312,1348864.48,5323.157813
259,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,67089342.19,47375.61927
261,Sandstone,300,Cambrian-ordovician Aquifer System,312,1299038.324,5428.843767
262,Sandstone,300,Cambrian-ordovician Aquifer System,312,8267019.859,12467.73716
263,Sandstone,300,Cambrian-ordovician Aquifer System,312,11520787.13,17568.70389
264,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,57192660.27,41833.14791
265,Sandstone,300,Lower Cretaceous Aquifers,304,96321373.84,39422.2494
266,Sandstone,300,Cambrian-ordovician Aquifer System,312,16714828.21,16194.75337
267,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,196953103.3,68914.37114
268,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,42031392431,3740211.091
269,Sandstone,300,Cambrian-ordovician Aquifer System,312,6320996.156,9488.084542
270,Sandstone,300,Cambrian-ordovician Aquifer System,312,11659091.46,13890.17407
271,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,63670764.9,49240.37663
272,Sandstone,300,Cambrian-ordovician Aquifer System,312,24883940.54,23152.41131
273,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,2879931497,281473.842
274,Sandstone,300,Cambrian-ordovician Aquifer System,312,2945110.156,9123.625848
275,Sandstone,300,Lower Cretaceous Aquifers,304,28150032.54,25686.54541
276,Sandstone,300,Cambrian-ordovician Aquifer System,312,2567781.309,6660.204283
277,Sandstone,300,Cambrian-ordovician Aquifer System,312,11559609.43,14860.19362
279,Sandstone,300,Jacobsville Aquifer,313,1757808.875,5551.939301
281,Sandstone,300,Cambrian-ordovician Aquifer System,312,86879421.37,48586.54953
282,Sandstone,300,Cambrian-ordovician Aquifer System,312,46137315.45,27083.85183
283,Sandstone,300,Cambrian-ordovician Aquifer System,312,2.32769E+11,9901879.409
284,Sandstone,300,Lower Cretaceous Aquifers,304,602671333.5,105572.6599
285,Sandstone,300,Jacobsville Aquifer,313,1106834.238,4158.451894
286,Sandstone,300,Cambrian-ordovician Aquifer System,312,2683221.16,5939.664464
287,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,660394777.5,140425.2368
288,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,50665958.15,39276.03127
290,Sandstone,300,Cambrian-ordovician Aquifer System,312,13940640.86,18893.39696
291,Sandstone,300,Cambrian-ordovician Aquifer System,312,7303109.633,10523.76011
292,Sandstone,300,Lower Cretaceous Aquifers,304,437926768.3,119400.3489
293,Sandstone,300,Cambrian-ordovician Aquifer System,312,133215654.9,75433.33291
294,Sandstone,300,Cambrian-ordovician Aquifer System,312,17197348.15,17790.34783
295,Sandstone,300,Lower Cretaceous Aquifers,304,96266453.21,37971.0906
296,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,466640542.8,125667.399
297,Sandstone,300,Lower Tertiary Aquifers,314,1319373026,204763.4274
299,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,240279630.6,125587.3327
300,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,2521086.984,9260.047778
304,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,217758118.8,96909.20751
307,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,215665237,68657.92221
309,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,284443.4941,2543.48448
313,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,34118491.03,47240.01486
320,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,48859204.14,32955.09875
330,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,479008.7441,2649.03056
331,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,687918.6582,3449.353024
332,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,931687.1074,4022.237521
333,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,1159946.486,4415.120908
334,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,983645.6563,3900.165021
335,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,343007.4707,2559.907755
336,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,1221628.648,4593.78239
337,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,1380888.355,4805.255853
338,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,918798.9141,3639.910133
339,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,945656.9316,3863.118849
340,Semiconsolidated sand,200,Texas Coastal Uplands Aquifer System,202,16985840.3,21622.08084
341,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,1416608.461,5874.190759
342,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,15071629.61,26636.83719
343,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,829298.2891,3354.764727
344,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,968566.1035,4326.48141
345,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,1470037.1,4994.156968
346,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,571077.3438,3264.581282
347,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,811496.9297,3561.999152
348,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,1173064.82,5006.665224
349,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,5600692.273,35232.98032
350,Igneous and metamorphic-rock,600,Hawaiian Volcanic-rock Aquifers,608,120264794.7,113549.7697
351,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,172514.793,1767.997349
352,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,5244150.816,35454.05733
353,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,1197358.086,9157.626222
354,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,673961.1875,3825.867996
355,Igneous and metamorphic-rock,600,Hawaiian Volcanic-rock Aquifers,608,776925.918,3570.885925
356,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,2566269.883,9700.064303
357,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,1090900.277,8269.742574
358,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,3491975.504,9252.847075
359,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,6428183.609,16900.72743
360,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,346533.7695,3905.15986
361,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,72688.07422,1409.522732
362,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,618793.2578,5135.271003
363,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,712537.6367,6465.133885
364,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,228784.168,2084.907384
365,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,132226.5977,1600.481692
366,Igneous and metamorphic-rock,600,Hawaiian Sedimentary Deposit Aquifers,609,1346201.078,8156.016839
367,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,137307213.1,79256.47578
368,Sandstone,300,Jacobsville Aquifer,313,1935764464,285047.9601
369,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,2311939311,405159.3938
370,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,194579334.6,68366.45744
371,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,68712069.14,32990.4721
372,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,14838578347,2035411.569
373,Sandstone,300,Cambrian-ordovician Aquifer System,312,2878255.773,10512.46752
374,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,45696550.87,27732.63248
375,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,40841550.45,28569.09588
378,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,448443240.2,223919.2969
379,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,254457349.3,74907.72311
380,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,86787051.96,37062.72505
381,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,796806245,333038.1342
382,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,118444194.6,46337.48792
383,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,2299530822,420731.1459
384,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,53947046.72,41201.73647
385,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,50650219.67,30812.06102
386,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,214566026.2,134673.5546
387,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,57644521.9,41983.6154
389,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,114315733.9,52296.52604
390,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,77730559.86,39977.48273
392,Sandstone,300,Lower Tertiary Aquifers,314,7261133846,423402.8694
394,Sandstone,300,Lower Cretaceous Aquifers,304,179623466.3,54228.95093
396,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,396732493.3,90853.11867
397,Sandstone,300,Jacobsville Aquifer,313,75646822.77,69182.04793
398,Sandstone,300,Cambrian-ordovician Aquifer System,312,29791919.07,23125.28927
399,Sandstone,300,Cambrian-ordovician Aquifer System,312,16603311.25,18825.98713
400,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,226471452.7,132931.591
402,Sandstone,300,Jacobsville Aquifer,313,788716608.7,188833.1603
403,Sandstone,300,Jacobsville Aquifer,313,208194557.6,76770.56882
405,Sandstone,300,Jacobsville Aquifer,313,4030221.969,7811.8655
407,Sandstone,300,Jacobsville Aquifer,313,288505177.9,83025.99759
411,Sandstone,300,Jacobsville Aquifer,313,3156266.707,6697.982653
413,Sandstone,300,Jacobsville Aquifer,313,1854793.523,5164.342739
414,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,3672701319,519891.7082
415,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,33414241.17,45250.54101
419,Sandstone,300,Lower Cretaceous Aquifers,304,475141347.2,210652.9705
420,Sandstone,300,Cambrian-ordovician Aquifer System,312,29171275.14,25026.59969
421,Sandstone,300,Lower Tertiary Aquifers,314,280483716.1,86856.22924
425,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,369618285.9,104035.9278
426,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,62246635.34,44389.55887
427,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,812483543.6,141964.3137
431,Carbonate-rock,400,Silurian-devonian Aquifers,410,10059891517,955053.5421
432,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,45373646.98,26189.68123
434,Sandstone,300,Lower Cretaceous Aquifers,304,3325180346,820252.4291
436,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,567020208.5,140201.1301
437,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,559704.7031,2934.679097
438,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,2137316.289,7308.019577
439,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,4167052.719,8684.09238
440,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1447584.664,5269.168229
441,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1538218.523,5191.814657
443,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1687377.281,5798.681021
444,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,14277683.81,15486.50177
445,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,261367818.7,99310.08322
446,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,354864033.3,247844.1396
