FID,REF_ID_COD,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY,ArcJoinKey,MapUnitPK,DataSource,IDConf,Shape_Leng,Shape_Area
1741,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,762895.4849,626736384.6
1742,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,6920.18803,2146472.16
1743,WateAC1968c,Tpg,Picture Gorge Basalt of Columbia River Group,vol.M.cr.pg.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,WateAC1968cTpg,12360,320,99,23852.05073,18026595.81
1744,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,2338.839953,333784.5545
1745,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1237.685308,106101.4373
1746,WateAC1968c,Tjr,rhyolitic intrusive rocks,intr.EO.jdcl.jd.nd.nd.rhy,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,intr.RHY.Lnd.Cnd.End,intrusive rocks,rhyolite,no data,no data,no data,plutonic,WateAC1968cTjr,12359,320,99,3176.850092,722148.7324
1747,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1137.767687,84379.28422
1748,WateAC1968c,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968cQl,12352,320,99,12080.01311,8704305.093
1749,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,4038.25761,640977.8099
1750,WateAC1968c,Tjr,rhyolitic intrusive rocks,intr.EO.jdcl.jd.nd.nd.rhy,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,intr.RHY.Lnd.Cnd.End,intrusive rocks,rhyolite,no data,no data,no data,plutonic,WateAC1968cTjr,12359,320,99,1985.453436,194485.6165
1751,WateAC1968c,Tjr,rhyolitic intrusive rocks,intr.EO.jdcl.jd.nd.nd.rhy,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,intr.RHY.Lnd.Cnd.End,intrusive rocks,rhyolite,no data,no data,no data,plutonic,WateAC1968cTjr,12359,320,99,1743.865837,137903.5223
1752,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,4768.978701,1028334.287
1753,WateAC1968c,Tjr,rhyolitic intrusive rocks,intr.EO.jdcl.jd.nd.nd.rhy,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,intr.RHY.Lnd.Cnd.End,intrusive rocks,rhyolite,no data,no data,no data,plutonic,WateAC1968cTjr,12359,320,99,2065.992708,179388.1452
1754,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,4798.674699,962351.0035
1755,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1333.40518,110041.0589
1756,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,2628.135548,278231.1647
1757,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,798.2813857,44723.90619
1758,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,3592.058452,498074.7231
1759,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,3636.816852,947443.8408
1760,WateAC1968c,Tjr,rhyolitic intrusive rocks,intr.EO.jdcl.jd.nd.nd.rhy,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,intr.RHY.Lnd.Cnd.End,intrusive rocks,rhyolite,no data,no data,no data,plutonic,WateAC1968cTjr,12359,320,99,1889.821375,181592.0708
1761,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,3697.455528,911378.5337
1762,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,2251.337732,311845.8751
1763,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,4906.831109,476858.3425
1764,WateAC1968c,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968cQl,12352,320,99,8391.302333,2924780.851
1765,WateAC1968c,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968cQl,12352,320,99,2975.252026,630684.1604
1766,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,1673.1634,91708.48642
1767,WateAC1968c,Tpg,Picture Gorge Basalt of Columbia River Group,vol.M.cr.pg.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,WateAC1968cTpg,12360,320,99,3683.100079,426405.9918
1768,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,2294.089094,234755.2988
1769,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,570.0618402,22893.81272
1770,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,3654.054502,711737.7678
1771,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,524.4606729,19659.49946
1772,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,564.7858475,22668.89072
1773,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,2351.365964,387668.8549
1774,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,801.8204892,43618.51554
1775,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,657.0458409,31314.92784
1776,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,616.695368,24822.77176
1777,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1826.620712,251881.619
1778,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1099.223758,81541.59188
1779,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1777.096491,220707.4838
1780,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,7819.35979,1990983.927
1781,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,1197.770687,96908.62672
1782,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1089.73851,87643.65067
1783,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,3839.246553,741046.2347
1784,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,834.989898,47640.11041
1785,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,3230.162499,391063.4545
1786,WateAC1968c,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968cQl,12352,320,99,17176.98238,7209233.927
1787,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,3557.782655,571927.8654
1788,WateAC1968c,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968cQl,12352,320,99,3682.010431,933689.2861
1789,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,9621.590926,3074725.742
1790,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,2984.831608,574225.0341
1791,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,650.3969839,28161.52171
1792,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,797.6401964,43971.46957
1793,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,718.96637,29383.70201
1794,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1065.804476,77413.22368
1795,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,783.3382663,41921.47723
1796,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,955.2535659,58580.42402
1797,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,846.9377987,48830.70484
1798,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,713.3423395,31642.31635
1799,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,705.2362485,31534.661
1800,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,3463.050589,916080.1115
1801,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,5625.281262,1955995.161
1802,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,778.36221,42084.57838
1803,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,40702.73459,48516927.91
1804,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1225.767094,100386.9179
1805,WateAC1968c,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968cQl,12352,320,99,4942.39249,1006920.082
1806,WateAC1968c,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968cQl,12352,320,99,8314.860086,3052553.43
